"Major","Course ID","Course Name","Credits","Prerequisites","Course Description","Detailed Course Prerequisite","Key Words"
"Computer Science and Engineering","CSE 340","Interaction Programming ","4","CSE 123, CSE 143","User interfaces for computing systems, including principles and implementation techniques. Covers key topics and programming paradigms for interactive systems, such as event handling; graphical layout, design, and widgets; undo; accessibility; and context awareness. Provides experience with modern application domains and frameworks (e.g., mobile applications).","CSE 123 or CSE 143","Human-Computer Interaction & UI/UX, Embedded & Real-Time Systems, Robotics & Automation"
"Computer Science and Engineering","CSE 341","Programming Languages","4","CSE 123, CSE 143","Basic concepts of programming languages, including abstraction mechanisms, static and dynamic typing, scope, syntax vs. semantics, first-class function closures, and algebraic datatypes. Detailed study of functional programming and other paradigms. ","CSE 123 or CSE 143","Algebra & Abstract Algebra, Topology & Geometry, Mathematical Biology"
"Computer Science and Engineering","CSE 344","Introduction to Data Management","4","CSE 311","Introduces database management systems and writing applications that use such systems; data models (e.g., relational, semi-structured), query languages (e.g., SQL, XQuery), language bindings, conceptual modeling, transactions, security, database tuning, data warehousing, parallelism, and web-data management.","CSE 311","Database & Data Management, Data Science & Data Engineering, Software Development & Engineering"
"Computer Science and Engineering","CSE 351","The Hardware/Software Interface","4","CSE 123, CSE 143","Examines key computational abstraction levels below modern high-level languages; number representation, assembly language, introduction to C, memory management, the operating-system process model, high-level machine architecture including the memory hierarchy, and how high-level languages are implemented. ","CSE 123 or CSE 143","Computer Hardware & Architecture, Computer-Aided Mathematics, Embedded & Real-Time Systems"
"Computer Science and Engineering","CSE 352","Hardware Design and Implementation","4","CSE 311, CSE 351","Covers digital circuit design, processor design, and systems integration and embedded-systems issues. Includes substantial hardware laboratory.","CSE 311; CSE 351","Computer Hardware & Architecture, Embedded & Real-Time Systems, Power Systems & Energy Engineering"
"Computer Science and Engineering","CSE 369","Introduction to Digital Design","3","CSE 311","Introduces the implementation, specification, and simulation of digital logic. Boolean algebra; combinational circuits including arithmetic circuits and regular structures; sequential circuits including finite-state-machines; and use of field-programmable gate arrays (FPGAs). Emphasizes simulation, high-level specification, and automatic synthesis techniques.","CSE 311","Computer-Aided Mathematics, Mathematical Biology, Computer Hardware & Architecture"
"Computer Science and Engineering","CSE 371","Design of Digital Circuits and Systems","5","E E 205, E E 215, E E 271, CSE 369","Provides a theoretical background in, and practical experience with, tools, and techniques for modeling complex digital systems with the Verilog hardware description language, maintaining signal integrity, managing power consumption, and ensuring robust intra- and inter-system communication. ","either E E 205 or E E 215; either E E 271 or CSE 369.","Computer Hardware & Architecture, Embedded & Real-Time Systems, Signal Processing & Communication"
"Computer Science and Engineering","CSE 373","Data Structures and Algorithms ","4","CSE 123, CSE 143","Fundamental algorithms and data structures for implementation. Techniques for solving problems by programming. Linked lists, stacks, queues, directed graphs. Trees: representations, traversals. Searching (hashing, binary search trees, multiway trees). Garbage collection, memory management. Internal and external sorting. Intended for non-majors.","CSE 123 or CSE 143","Data Science & Data Engineering, Database & Data Management, Computation & Scientific Computing"
"Computer Science and Engineering","CSE 374","Intermediate Programming Concepts and Tools","3","CSE 333, CSE 123, CSE 143","Covers key software development concepts and tools not in introductory courses. Concepts of lower-level programming (C/C++) and explicit memory management; techniques and tools for individual and group software development; design, implementation, and testing strategies. Intended for non-majors. ","Cannot be taken if credit received for CSE 333; CSE 123 or CSE 143","Software Development & Engineering, Bioengineering & Neural Engineering, Embedded & Real-Time Systems"
"Computer Science and Engineering","CSE 391","System and Software Tools","1","CSE 122, CSE 123, CSE 143","Introduction to tools commonly used in software development. Topics include using a command-line interface, writing scripts for file and string manipulation, managing user permissions, manipulating text with regular expressions, using build-management tools, and using version-control systems. ","either CSE 122, CSE 123, or CSE 143","Software Development & Engineering, Embedded & Real-Time Systems, Robotics & Automation"
"Computer Science and Engineering","CSE 401","Introduction to Compiler Construction","4","CSE 332, CSE 351","Fundamentals of compilers and interpreters; symbol tables; lexical analysis, syntax analysis, semantic analysis, code generation, and optimizations for general purpose programming languages. ","CSE 332 and CSE 351","Software Development & Engineering, Computer-Aided Mathematics, Computation & Scientific Computing"
"Computer Science and Engineering","CSE 402","Design and Implementation of Domain-Specific Languages","4","CSE 332, CSE 351","Design and implementation of domain-specific languages. Creation of new programming abstractions, formal and informal language specification techniques, implementation strategies to support language analysis and execution on traditional and non-traditional computing platforms. Selection and use of appropriate software tools and development environments to build novel DSLs.","CSE 332 and CSE 351","Software Development & Engineering, Embedded & Real-Time Systems, Computer Hardware & Architecture"
"Computer Science and Engineering","CSE 403","Software Engineering","4","CSE 331, CSE 332","Fundamentals of software engineering using a group project as the basic vehicle. Topics covered include the software crisis, managing complexity, requirements specification, architectural and detailed design, testing and analysis, software process, and tools and environments.","CSE 331; CSE 332","Software Development & Engineering, Power Systems & Energy Engineering, Data Science & Data Engineering"
"Computer Science and Engineering","CSE 410","Computer Systems","3","CSE 373","Structure and components of hardware and software systems. Machine organization, including central processor and input-output architectures; assembly language programming; operating systems, including process, storage, and file management. Intended for non-majors. ","CSE 373","Computer Hardware & Architecture, Power Systems & Energy Engineering, Human-Computer Interaction & UI/UX"
"Computer Science and Engineering","CSE 412","Introduction to Data Visualization","4","CSE 123, CSE 143, CSE 163","Introduction to data visualization design and use for both data exploration and explanation. Methods for creating effective visualizations using principles from graphic design, psychology, and statistics. Topics include data models, visual encoding methods, data preparation, exploratory analysis, uncertainty, cartography, interaction techniques, visual perception, and evaluation methods. ","either CSE 123, CSE 143, or CSE 163","Data Science & Data Engineering, Database & Data Management, Computer Vision & Image Processing"
"Computer Science and Engineering","CSE 413","Programming Languages and Their Implementation","3","CSE 373","Basic concepts and implementation strategies for modern functional and object-oriented programming languages such as Scheme and Java. Intended for non-majors. ","CSE 373","Software Development & Engineering, Mathematics Education & Career Development, Algebra & Abstract Algebra"
"Computer Science and Engineering","CSE 414","Introduction to Database Systems","4","CSE 123, CSE 143, CSE 163","Introduces database management systems and writing applications that use such systems; data models, query languages, transactions, database tuning, data warehousing, and parallelism. Intended for non-majors. ","a minimum grade of 2.5 in either CSE 123, CSE 143, or CSE 163","Database & Data Management, Data Science & Data Engineering, Embedded & Real-Time Systems"
"Computer Science and Engineering","CSE 415","Introduction to Artificial Intelligence ","3","CSE 373","Principles and programming techniques of artificial intelligence: LISP, symbol manipulation, knowledge representation, logical and probabilistic reasoning, learning, language understanding, vision, expert systems, and social issues. Intended for non-majors. ","CSE 373","Artificial Intelligence & Machine Learning, Bioengineering & Neural Engineering, Robotics & Automation"
"Computer Science and Engineering","CSE 416","Introduction to Machine Learning","4","CSE 123, CSE 143, CSE 160, CSE 163, MATH 394, MATH 395","Provides practical introduction to machine learning. Modules include regression, classification, clustering, retrieval, recommender systems, and deep learning, with a focus on an intuitive understanding grounded in real-world applications. Intelligent applications are designed and used to make predictions on large, complex datasets. ","either CSE 123, CSE 143, CSE 160, or CSE 163; and either STAT 311, STAT 390, STAT 391, IND E 315, MATH 394/STAT 394, STAT 395/MATH 395, or Q SCI 381","Artificial Intelligence & Machine Learning, Robotics & Automation, Computer-Aided Mathematics"
"Computer Science and Engineering","CSE 417","Algorithms and Computational Complexity","3","CSE 373","Design and analysis of algorithms and data structures. Efficient algorithms for manipulating graphs and strings. Fast Fourier Transform. Models of computation, including Turing machines. Time and space complexity. NP-complete problems and undecidable problems. Intended for non-majors. ","CSE 373","Optimization, Discrete Mathematics & Graph Theory, Computer-Aided Mathematics"
"Computer Science and Engineering","CSE 421","Introduction to Algorithms","3","CSE 312, CSE 332","Techniques for design of efficient algorithms. Methods for showing lower bounds on computational complexity. Particular algorithms for sorting, searching, set manipulation, arithmetic, graph problems, pattern matching.","CSE 312; CSE 332","Optimization, Computer-Aided Mathematics, Control Systems & Optimization"
"Computer Science and Engineering","CSE 422","Toolkit for Modern Algorithms","3","CSE 312, CSE 332, MATH 208","A rigorous introduction to the principles of modern algorithm design, with a particular focus on the analysis of large, noisy data sets, and the algorithmic principles underlying modern statistics and machine learning. Students reason about and implement contemporary algorithms, and analyze their behavior on real-world data sets.","CSE 312; CSE 332; and MATH 208","Artificial Intelligence & Machine Learning, Robotics & Automation, Mathematical Modeling"
"Computer Science and Engineering","CSE 426","Cryptography ","4","CSE 312","Rigorous introduction to modern cryptography. Design and application of important cryptographic objects, such as encryption, message authentication, and zero-knowledge proofs. Students learn to formalize security goals, design schemes for achieving these goals, and study security attacks or security proofs that establish the security or insecurity of schemes. ","CSE 312","Computer Networks & Security, Computer-Aided Mathematics, Data Science & Data Engineering"
"Computer Science and Engineering","CSE 427","Computational Biology","3","CSE 312, CSE 332","Algorithmic and analytic techniques underlying analysis of large-scale biological data sets such as DNA, RNA, and protein sequences or structures, expression and proteomic profiling. Hands-on experience with databases, analysis tools, and genome markers. Applications such as sequence alignment, BLAST, phylogenetics, and Markov models. ","CSE 312; CSE 332","Mathematical Biology, Computation & Scientific Computing, Data Science & Data Engineering"
"Computer Science and Engineering","CSE 428","Computational Biology Capstone","5","CSE 312, CSE 331, CSE 332","Designs and implements a software tool or software analysis for an important problem in computational molecular biology. ","CSE 312; CSE 331; CSE 332","Mathematical Biology, Computation & Scientific Computing, Bioengineering & Neural Engineering"
"Computer Science and Engineering","CSE 431","Introduction to Theory of Computation","3","CSE 312","Models of computation, computable and noncomputable functions, space and time complexity, tractable and intractable functions.","CSE 312","Computation & Scientific Computing, Computer-Aided Mathematics, Discrete Mathematics & Graph Theory"
"Computer Science and Engineering","CSE 434","Introduction to Quantum Computation","4","MATH 208, CSE 312","Basic theory of quantum information and computation, including applications and phenomena. Builds from qubits, measurements, and quantum gates toward applications including key distribution, entanglement, non-locality, and quantum algorithms including Grover search and Shor's factoring. Includes writing quantum programs. ","MATH 208 and CSE 312","Quantum Computing & Information, Computation & Scientific Computing, Computer-Aided Mathematics"
"Computer Science and Engineering","CSE 440","Introduction to HCI: User Interface Design, Prototyping, and Evaluation","5","CSE 332","Human-Computer Interaction (HCI) theory and techniques. Methods for designing, prototyping, and evaluating user interfaces to computing applications. Human capabilities, interface technology, interface design methods, and interface evaluation tools and techniques. ","CSE 332","Human-Computer Interaction & UI/UX, Software Development & Engineering, Computer Hardware & Architecture"
"Computer Science and Engineering","CSE 441","Advanced HCI: Advanced User Interface Design, Prototyping, and Evaluation","5","CSE 440","Human-Computer Interaction (HCI) theory and techniques. Advanced methods for designing, prototyping, and evaluating user interfaces to computing applications. Novel interface technology, advanced interface design methods, and prototyping tools.","CSE 440","Human-Computer Interaction & UI/UX, Software Development & Engineering, Computer Hardware & Architecture"
"Computer Science and Engineering","CSE 442","Data Visualization ","4","CSE 332","Techniques for creating effective visualizations of data based on principles from graphic design, perceptual psychology, and statistics. Topics include visual encoding models, exploratory data analysis, visualization software, interaction techniques, graphical perception, color, animation, high-dimensional data, cartography, network visualization, and text visualization. ","CSE 332","Data Science & Data Engineering, Computer Vision & Image Processing, Database & Data Management"
"Computer Science and Engineering","CSE 444","Database Systems Internals","4","CSE 332, CSE 344, CSE 414","The relational data model and the SQL query language. Conceptual modeling: entity/relationships, normal forms. XML, XPath, and XQuery. Transactions: recovery and concurrency control. Implementation of a database system. A medium sized project using a rational database backend. ","CSE 332; and either CSE 344 or CSE 414","Database & Data Management, Data Science & Data Engineering, Embedded & Real-Time Systems"
"Computer Science and Engineering","CSE 446","Machine Learning","4","CSE 332, MATH 208, MATH 136, CSE 312","Design of efficient algorithms that learn from data. Representative topics include supervised learning, unsupervised learning, regression and classification, deep learning, kernel methods, and optimization. Emphasis on algorithmic principles and how to use these tools in practice. ","CSE 332; MATH 208 or MATH 136; and either STAT 390, STAT 391, or CSE 312","Artificial Intelligence & Machine Learning, Data Science & Data Engineering, Optimization"
"Computer Science and Engineering","CSE 447","Natural Language Processing","4","CSE 312, CSE 332, MATH 208, CSE 446","Methods for designing systems that usefully and/or intelligently process natural language text data. Language models, text categorization, syntactic and semantic analysis, machine translation. This course emphasizes algorithms and data-driven methods. ","CSE 312 and CSE 332; recommended: MATH 208; and CSE 446 is recommended before or concurrently.","Data Science & Data Engineering, Signal Processing & Communication, Computation & Scientific Computing"
"Computer Science and Engineering","CSE 450","Animation Production Seminar","1","","Open to all students who have an interest in digital animation. Reviews and analyzes films, animated feature films, and television commercials. Emphasizes the technical and aesthetic basics of animation production in industry studio environments","no","Human-Computer Interaction & UI/UX, Software Development & Engineering, Robotics & Automation"
"Computer Science and Engineering","CSE 451","Introduction to Operating Systems","4","CSE 351, CSE 332, CSE 333","Principles of operating systems. Process management, memory management, auxiliary storage management, resource allocation. Course ","CSE 351; CSE 332; CSE 333","Power Systems & Energy Engineering, Software Development & Engineering, Computer Hardware & Architecture"
"Computer Science and Engineering","CSE 452","Introduction to Distributed Systems","4","CSE 332, CSE 333, CSE 451","Covers abstractions and implementation techniques in the construction of distributed systems, including cloud computing, distributed storage systems, and distributed caches. ","CSE 332 and CSE 333. ; recommended: CSE 451","Embedded & Real-Time Systems, Database & Data Management, Computer Hardware & Architecture"
"Computer Science and Engineering","CSE 453","Datacenter Systems","4","CSE 332, CSE 333, CSE 451, CSE 452","Datacenter server, network, storage, security, and energy management technologies. Virtualization, I/O architectures, resource isolation and provisioning, disaggregation, quality of service, and tail latency. ","CSE 332 and CSE 333; recommended: CSE 451 or CSE 452","Database & Data Management, Data Science & Data Engineering, Computer Networks & Security"
"Computer Science and Engineering","CSE 454","Advanced Internet and Web Services","5","CSE 332, CSE 351, CSE 331, CSE 352","Design of Internet search engines, including spider architecture, inverted indices, frequency rankings, latent semantic indexing, hyperlink analysis, and refinement interfaces. Construction of scalable and secure web services. Datamining webserver logs to provide personalized and user-targeted services. Large project. ","CSE 332; CSE 351; either CSE 331 or CSE 352","Database & Data Management, Embedded & Real-Time Systems, Computer Networks & Security"
"Computer Science and Engineering","CSE 455","Computer Vision","4","CSE 333, CSE 332","Introduction to image analysis and interpreting the 3D world from image data. Topics may include segmentation, motion estimation, image mosaics, 3D-shape reconstruction, object recognition, and image retrieval. ","CSE 333; CSE 332","Computer Vision & Image Processing, Robotics & Automation, Artificial Intelligence & Machine Learning"
"Computer Science and Engineering","CSE 456","Story Design for Computer Animation ","4","","Animation principles and production for story development and design. Design, development, and production of several storyreels, which are a tool for the pre-production of animated features and shorts. Student use authoring tools to present finished work","no","Software Development & Engineering, Robotics & Automation, Human-Computer Interaction & UI/UX"
"Computer Science and Engineering","CSE 457","Computer Graphics","4","CSE 333, CSE 332","Introduction to computer image synthesis, modeling, and animation. Topics may include visual perception, displays and framebuffers, image processing, affine and projective transformations, hierarchical modeling, hidden surface elimination, shading, ray-tracing, anti-aliasing, texture mapping, curves, surfaces, particle systems, dynamics, character animation, and animation principles. ","CSE 333; CSE 332","Computer Vision & Image Processing, Computer-Aided Mathematics, Human-Computer Interaction & UI/UX"
"Computer Science and Engineering","CSE 458","Computer Animation","5","CSE 457","Introduction to basic principles of computer generated animation. Focus on the modeling and lighting of animated characters. Students from art, CSE, and music team up on projects to be built on commercially-available modeling and lighting packages.","CSE 457","Software Development & Engineering, Human-Computer Interaction & UI/UX, Computer-Aided Mathematics"
"Computer Science and Engineering","CSE 459","Pre-Production for Collaborative Animation ","5","CSE 458","Pre-production of collaboratively designed animated shorts. In-depth analysis of classical and computer generated works. Character design and pre-planning, model sheets, character rigging, storyreel and animatics, character motion, design for multiple characters, and principles of animation as applied to character motion and effects. ","CSE 458","Embedded & Real-Time Systems, Robotics & Automation, Software Development & Engineering"
"Computer Science and Engineering","CSE 460","Animation Capstone","5","CSE 458, CSE 459","Apply the knowledge gained in previous animation courses to produce a short animated film. Topics include scene planning, digital cinematography, creature and hard surface modeling, animatics and basics of character animation, and rendering techniques. ","CSE 458, CSE 459","Robotics & Automation, Computer Vision & Image Processing, Software Development & Engineering"
"Computer Science and Engineering","CSE 461","Introduction to Computer-Communication Networks","4","CSE 332, CSE 333","Computer network architectures, protocol layers, network programming. Transmission media, encoding systems, switching, multiple access arbitration. Network routing, congestion control, flow control. Transport protocols, real-time, multicast, network security. ","either CSE 326 or CSE 332; either CSE 303 or CSE 333","Computer Networks & Security, Computer Hardware & Architecture, Topology & Geometry"
"Computer Science and Engineering","CSE 462","Wireless Communication","4","MATH 208, CSE 333","Fundamentals of wireless communication. Reliable communication over noisy, unreliable channels. Signal to noise ratio, frequency domain analysis, bandwidth, capacity of noisy communication channels, modulation, channel coding, error detection, error correction. Connection between machine learning and communication such as decoding as inference and learning as compression. ","MATH 208 and CSE 333","Signal Processing & Communication, Computer Networks & Security, Analysis & Real Analysis"
"Computer Science and Engineering","CSE 467","Advanced Digital Design","4","CSE 352, CSE 332","Advanced techniques in the design of digital systems. Hardware description languages, combinational and sequential logic synthesis and optimization methods, partitioning, mapping to regular structures. Emphasis on reconfigurable logic as an implementation medium. Memory system design. Digital communication including serial/parallel and synchronous/asynchronous methods. ","CSE 352; CSE 332","Computer Hardware & Architecture, Computer-Aided Mathematics, Embedded & Real-Time Systems"
"Computer Science and Engineering","CSE 469","Computer Architecture I","5","E E 271, CSE 369, CSE 123, CSE 143","Introduction to computer architecture. Assembly and machine language, microprocessor organization including control and datapath. Computer arithmetic. Memory systems and caching. Performance modeling of microprocessors. ","either E E 271 or CSE 369; and either CSE 123 or CSE 143","Computer Hardware & Architecture, Computer Networks & Security, Software Development & Engineering"
"Computer Science and Engineering","CSE 470","Computer Architecture II","4","CSE 469, E E 469","Advanced computer architecture. Performance evaluation and energy efficiency. Instruction set architectures. Instruction-level parallelism. Modern microprocessor micro-architecture. Thread-level parallelism. Cache coherency and memory consistency in shared-memory multiprocessors. Memory hierarchy. GPU architecture. Warehouse-scale computing. Trends in computer design. ","either CSE 469 or E E 469","Computer Hardware & Architecture, Power Systems & Energy Engineering, Computer Networks & Security"
"Computer Science and Engineering","CSE 472","Introduction to Computational Linguistics","5","CSE 311","Introduction to computational approaches to modeling language, for linguistic research and practical applications, including analyses at different levels of linguistic structure and symbolic as well as statistical approaches. ","either LING 200 or LING 400; either LING 461 or CSE 311","Mathematical Modeling, Computer-Aided Mathematics, Computation & Scientific Computing"
"Computer Science and Engineering","CSE 473","Introduction to Artificial Intelligence","3","CSE 312, CSE 332","Principal ideas and developments in artificial intelligence: Problem solving and search, game playing, knowledge representation and reasoning, uncertainty, machine learning, natural language processing. ","CSE 312 and CSE 332","Artificial Intelligence & Machine Learning, Robotics & Automation, Bioengineering & Neural Engineering"
"Computer Science and Engineering","CSE 474","Introduction to Embedded Systems","4","CSE 123, CSE 143","Introduces the specification, design, development, and test of real time embedded system software. Use of a modern embedded microcomputer or microcontroller as a target environment for a series of laboratory projects and a comprehensive final project. ","CSE 123 or CSE 143","Embedded & Real-Time Systems, Software Development & Engineering, Robotics & Automation"
"Computer Science and Engineering","CSE 475","Embedded Systems Capstone","5","E E 271, CSE 369, E E 472, CSE 474, E E 474","Capstone design experience. Prototype a substantial project mixing hardware, software, and communications. Focuses on embedded processors, programmable logic devices, and emerging platforms for the development of digital systems. Provides a comprehensive experience in specification, design, and management of contemporary embedded systems. ","E E 271 or CSE 369; and E E 472 or CSE 474/E E 474","Software Development & Engineering, Embedded & Real-Time Systems, Computer Hardware & Architecture"
"Computer Science and Engineering","CSE 478","Autonomous Robotics","4","CSE 332, CSE 312, MATH 208","Theory and application of algorithms and probabilistic techniques for autonomous robotics. Covers topics related to state estimation (Bayes filtering, probabilistic motion and sensor models), planning/control (search based planners, lattice based planners, trajectory following techniques), and perception and learning (object detection, learning from demonstrations etc.). ","CSE 332; recommended: CSE 312; MATH 208","Robotics & Automation, Artificial Intelligence & Machine Learning, Control Systems & Optimization"
"Computer Science and Engineering","CSE 484","Computer Security","4","CSE 332, CSE 351","Foundations of modern computer security, including software security, operating system security, network security, applied cryptography, human factors, authentication, anonymity, and web security. ","CSE 332; CSE 351","Computer Networks & Security, Computer Hardware & Architecture, Human-Computer Interaction & UI/UX"
"Computer Science and Engineering","CSE 486","Introduction to Synthetic Biology","3","MATH 136, MATH 207, AMATH 351, CSE 311, MATH 208, AMATH 352","Studies mathematical modeling of transcription, translation, regulation, and metabolism in cell; computer aided design methods for synthetic biology; implementation of information processing, Boolean logic and feedback control laws with genetic regulatory networks; modularity, impedance matching and isolation in biochemical circuits; and parameter estimation methods. ","either MATH 136, MATH 207, MATH 307, AMATH 351, or CSE 311; and either MATH 208, MATH 308, or AMATH 352","Mathematical Biology, Mathematical Modeling, Bioengineering & Neural Engineering"
"Computer Science and Engineering","CSE 487","Advanced Systems and Synthetic Biology","3","E E 423, CSE 486","Covers advanced concepts in system and synthetic biology. Includes kinetics, modeling, stoichiometry, control theory, metabolic systems, signaling, and motifs. All topics are set against problems in synthetic biology.","E E 423/BIOEN 423/CHEM E 476/CSE 486","Mathematical Biology, Bioengineering & Neural Engineering, Differential Equations & Dynamical Systems"
"Computer Science and Engineering","CSE 488","Laboratory Methods in Synthetic Biology","4","E E 423, CSE 486","Designs and builds transgenic bacterial using promoters and genes taken from a variety of organisms. Uses construction techniques including recombination, gene synthesis, and gene extraction. Evaluates designs using sequencing, fluorescence assays, enzyme activity assays, and single cell studies using time-lapse microscopy. ","E E 423/BIOEN 423/CHEM E 476/CSE 486; and either CHEM 142, CHEM 143, or CHEM 145","Bioengineering & Neural Engineering, Mathematical Biology, Computation & Scientific Computing"
"Computer Science and Engineering","CSE 491","Data Science and Society Seminar ","1","","Current topics related to the societal implications of data science. Topic selection will vary from quarter to quarter and may include data privacy and security, data anonymization, hypothesis-testing on a shared database, impact of data science-based decisions on society. Includes both guest speakers and case-study or article-based discussions","no","Data Science & Data Engineering, Database & Data Management, Artificial Intelligence & Machine Learning"
"Computer Science and Engineering","CSE 501","Programming Language Analysis and Implementation ","4","CSE 341","Design and implementation of compilers and run-time systems for imperative, object-oriented, and functional languages. Intra- and interprocedural analyses and optimizations. ","CSE 341","Embedded & Real-Time Systems, Software Development & Engineering, Computer-Aided Mathematics"
"Computer Science and Engineering","CSE 503","Software Engineering","4","","Specification, implementation, and testing of large, multiperson, software systems. Topics include abstraction, information hiding, software development environments, and formal specifications","no","Software Development & Engineering, Embedded & Real-Time Systems, Computer-Aided Mathematics"
"Computer Science and Engineering","CSE 504","Advanced Topics in Software Engineering","4","","Topics vary but may include software design and evolution, formal methods, requirements specifications, software and system safety, reverse engineering, real-time software, metrics and measurement, programming environments, and verification and validation","no","Software Development & Engineering, Data Science & Data Engineering, Bioengineering & Neural Engineering"
"Computer Science and Engineering","CSE 505","Principles of Programming Languages","4","CSE 341","Design and formal semantics of modern programming languages, includes functional and object-oriented languages. ","CSE 341","Software Development & Engineering, Computer-Aided Mathematics, Embedded & Real-Time Systems"
"Computer Science and Engineering","CSE 506","Advanced Topics in Programming Languages","4","CSE 501, CSE 505","May include functional, object-oriented, parallel, and logic programming languages; semantics for languages of these kinds; type declaration, inference, and checking (including polymorphic types); implementation issues, such as compilation, lazy evaluation, combinators, parallelism, various optimization techniques. Implementation project required.","CSE 501 which may be taken concurrently, and CSE 505","Computer-Aided Mathematics, Software Development & Engineering, Topology & Geometry"
"Computer Science and Engineering","CSE 507","Computer-Aided Reasoning for Software","4","","Covers theory, implementation, and applications of automated reasoning techniques, such as satisfiability solving, theorem proving, model checking, and abstract interpretation. Topics include concepts from mathematical logic and applications of automated reasoning to the design, construction, and analysis of software","no","Computer-Aided Mathematics, Software Development & Engineering, Robotics & Automation"
"Computer Science and Engineering","CSE 510","Advanced Topics in Human-Computer Interaction","4","","Content varies, including interface issues for networks, embedded systems, education applications, safety and critical systems, graphics and virtual reality, databases, and computer-supported cooperative work","no","Human-Computer Interaction & UI/UX, Embedded & Real-Time Systems, Robotics & Automation"
"Computer Science and Engineering","CSE 512","Data Visualization","4","","Covers techniques and algorithms for creating effective visualizations based on principles from graphic design, visual art, perceptual psychology, and cognitive science. Topics include data and image models; visual encoding; graphical perception; color; animation; interaction techniques; graph layout; and automated design. Lectures, reading, and project.","no","Data Science & Data Engineering, Computer Vision & Image Processing, Database & Data Management"
"Computer Science and Engineering","CSE 513","Disability Inclusion for Technologists","4","","Introduction to the future of access technologies. Topics include disability justice; accessibility technology; creating accessible applications and websites; accessibility concerns in a wide variety of computational topics such as security, fabrication, and augmented reality; and the importance of technology in addressing accessibility concerns in the world at large","no","Human-Computer Interaction & UI/UX, Robotics & Automation, Mathematics Education & Career Development"
"Computer Science and Engineering","CSE 515","Statistical Methods in Computer Science","4","CSE 312","Introduction to the probabilistic and statistical techniques used in modern computer systems. Graphical models, probabilistic inference, statistical learning, sequential models, decision theory. ","either CSE 312,STAT 341, STAT 391 or equivalent","Mathematical Modeling, Artificial Intelligence & Machine Learning, Probability & Stochastic Processes"
"Computer Science and Engineering","CSE 517","Natural Language Processing","4","","Overview of modern approaches for natural language processing. Topics include language models, text, classification, tagging, parsing, machine translation, semantic, and discourse analysi","no","Signal Processing & Communication, Computation & Scientific Computing, Human-Computer Interaction & UI/UX"
"Computer Science and Engineering","CSE 521","Design and Analysis of Algorithms I","4","CSE 332","Principles of design of efficient algorithms: recursion, divide and conquer, balancing, dynamic programming, greedy method, network flow, linear programming. Correctness and analysis of algorithms. NP-completeness. ","either CSE 332 or equivalent","Optimization, Control Systems & Optimization, Computer-Aided Mathematics"
"Computer Science and Engineering","CSE 522","Design and Analysis of Algorithms II","4","CSE 521","Analysis of algorithms more sophisticated than those treated in CSE 521. Content varies and may include such topics as algebraic algorithms, combinational algorithms, techniques for proving lower bounds on complexity, and algorithms for special computing devices such as networks or formulas. ","CSE 521","Optimization, Computer-Aided Mathematics, Computation & Scientific Computing"
"Computer Science and Engineering","CSE 523","Computational Geometry","4","CSE 521","Algorithms for discrete computational geometry. Geometric computation, range searching, convex hulls, proximity, Vornoi diagrams, intersection. Application areas include VLSI design and computer graphics. ","CSE 521","Topology & Geometry, Computer-Aided Mathematics, Discrete Mathematics & Graph Theory"
"Computer Science and Engineering","CSE 524","Parallel Algorithms","4","CSE 521","Design and analysis of parallel algorithms: fundamental parallel algorithms for sorting, arithmetic, matrix and graph problems, and additional selected topics. Emphasis on general techniques and approaches used for developing fast and efficient parallel algorithms and on limitations to their efficacy. Prerequisite: CSE 521","CSE 521","Optimization, Computer-Aided Mathematics, Control Systems & Optimization"
"Computer Science and Engineering","CSE 525","Randomized Algorithms and Probabilistic Analysis","4","CSE 521","Examines algorithmic techniques: random selection, random sampling, backwards analysis, algebraic methods, Monte Carlo methods, and randomized rounding; random graphs; the probabilistic method; Markov chains and random walks; and analysis tools: random variables, moments and deviations, Chernoff bounds, martingales, and balls in bins. ","either CSE 521 or equivalent","Optimization, Probability & Stochastic Processes, Artificial Intelligence & Machine Learning"
"Computer Science and Engineering","CSE 526","Cryptography","4","","Introduction to the theoretical foundation of cryptography, teaching the design and application of selected important cryptographic objects, and the mathematical frameworks and methodologies of modern cryptography for formalizing security goals and developing provably secure solutions","no","Computer Networks & Security, Computer-Aided Mathematics, Computation & Scientific Computing"
"Computer Science and Engineering","CSE 527","Computational Biology","4","","Introduces computational methods leveraging artificial intelligence (AI) and machine learning (ML) techniques to understand biological systems and enhance healthcare. Utilizes various AI/ML techniques, including explainable AI, interpretable ML, deep learning, probabilistic graphical models, and causal inference. Explores diverse problem areas such as genetics, epigenomics, transcriptomics, proteomics, imageomics, and electronic health records","no","Mathematical Biology, Artificial Intelligence & Machine Learning, Bioengineering & Neural Engineering"
"Computer Science and Engineering","CSE 528","Computational Neuroscience","3","","Introduction to computational methods for understanding nervous systems and the principles governing their operation. Topics include representation of information by spiking neurons, information processing in neural circuits, and algorithms for adaptation and learning. ","elementary calculus, linear algebra, and statistics, or permission of instructor","Bioengineering & Neural Engineering, Computation & Scientific Computing, Mathematical Biology"
